"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"Rude-α",38,"pop","dance pop","2018-11-28",3.93861666666667,0.792,0.844,-4.915,0.212,0.202,0.0438,113.025
"Sa4",54,"rap","gangster rap","2017-10-13",3.56978333333333,0.71,0.618,-5.227,0.343,0.349,0.0815,91.02
"Pickin' On Series",31,"r&b","hip pop","2009-01-13",3.71421666666667,0.767,0.288,-10.806,0.0354,0.811,0.126,133.886
"AJ Mitchell",51,"pop","post-teen pop","2019-11-22",3.25186666666667,0.763,0.533,-7.148,0.0598,0.142,0.112,138.033
"Four Tet",52,"pop","electropop","2019-07-17",3.37801666666667,0.758,0.765,-9.741,0.0831,0.545,0.0941,135.003
"18 Karat",38,"rap","gangster rap","2018-03-09",3.51711666666667,0.773,0.813,-4.246,0.349,0.0527,0.285,117.288
"L3N",19,"edm","big room","2019-07-12",2.87716666666667,0.656,0.897,-3.301,0.0669,0.00495,0.0888,127.968
"OMI",76,"pop","electropop","2015-10-16",3.00943333333333,0.782,0.685,-6.237,0.0309,0.166,0.16,118.016
"Kiyotaka Sugiyama",26,"rock","album rock","1985-10-23",3.97288333333333,0.684,0.495,-15.856,0.03,0.147,0.0792,131.51
"Maggie Lindemann",77,"pop","indie poptimism","2017-03-02",3.22688333333333,0.703,0.868,-4.661,0.0291,0.15,0.104,121.03
"Catlea",41,"latin","latin pop","2019-11-15",3.15516666666667,0.516,0.668,-7.461,0.0334,0.000901,0.254,161.972
"Choker",63,"r&b","hip pop","2019-02-08",4.1839,0.477,0.328,-8.458,0.0658,0.906,0.262,174.143
"UOAK",13,"edm","progressive electro house","2019-12-30",4.39025,0.703,0.78,-8.224,0.0323,0.00104,0.0589,123.02
"The Rolling Stones",3,"rock","classic rock","1971-04-23",7.26666666666667,0.545,0.757,-5.228,0.0396,0.408,0.16,152.217
"The Who",17,"rock","hard rock","1978-08-18",6.31178333333333,0.651,0.661,-11.405,0.0511,0.265,0.106,156.371
"FKJ",63,"r&b","neo soul","2017-03-02",4.28,0.525,0.72,-6.916,0.169,0.176,0.0769,91.708
"Shay Lia",41,"r&b","neo soul","2019-05-24",3.20585,0.662,0.694,-4.669,0.322,0.367,0.339,99.962
"Javiera Mena",0,"pop","electropop","2006-10-05",4.0729,0.454,0.653,-7.016,0.0347,8.48e-05,0.129,167.977
"Nova y Jory",58,"latin","latin hip hop","2011-07-12",3.704,0.624,0.772,-4.687,0.165,0.178,0.11,172.014
"Young Cister",45,"rap","trap","2018-11-09",3.03216666666667,0.83,0.366,-7.583,0.177,0.463,0.0474,140.079
"Deep Chills",37,"latin","tropical","2018-08-10",2.66,0.598,0.764,-6.289,0.0592,0.0623,0.387,200.042
"The Beatles",62,"rock","classic rock","1968-11-22",4.49645,0.166,0.831,-8.469,0.0894,0.000606,0.811,167.518
"Total",61,"r&b","new jack swing","1996-01-30",4.698,0.744,0.574,-9.445,0.0651,0.165,0.295,86.278
"Young T & Bugsey",76,"r&b","urban contemporary","2019-11-07",3.46066666666667,0.961,0.461,-8.684,0.27,0.202,0.162,108.028
"Baby Lores",1,"r&b","urban contemporary","2011-05-04",4.76778333333333,0.686,0.726,-5.321,0.0369,0.546,0.362,129.999
"Emerson Leif",42,"edm","electro house","2019-10-15",2.99416666666667,0.766,0.446,-6.749,0.0343,0.396,0.025,96.99
"GASHI",63,"r&b","hip pop","2019-08-28",2.96301666666667,0.755,0.828,-4.443,0.0356,0.0271,0.0799,109.011
"Mike L",32,"edm","big room","2019-12-13",2.62516666666667,0.916,0.919,-6.338,0.0573,0.0767,0.309,127.966
"Martin Garrix",74,"edm","pop edm","2017-05-26",3.6984,0.611,0.644,-7.607,0.0553,0.124,0.124,105.969
"P!nk",67,"pop","post-teen pop","2008-10-24",3.586,0.537,0.866,-3.08,0.0445,0.000308,0.382,126.003
"Nacho",48,"latin","reggaeton","2019-10-25",3.25821666666667,0.709,0.615,-5.041,0.212,0.31,0.105,184.187
"Florida Georgia Line",70,"pop","post-teen pop","2012-01-01",3.48266666666667,0.457,0.948,-3.364,0.0354,0.0191,0.0536,148
"Disturbed",57,"rock","hard rock","2018-10-18",3.87733333333333,0.53,0.988,-2.406,0.121,0.000285,0.222,101.28
"Paula Abdul",41,"r&b","new jack swing","1988-01-01",5.00778333333333,0.701,0.891,-7.873,0.0446,0.185,0.0712,119.966
"nogano",38,"rap","gangster rap","2016-12-31",4.22865,0.605,0.585,-7.76,0.134,0.176,0.527,140.017
"Leyze",43,"rap","hip hop","2020-01-10",2.9427,0.784,0.196,-9.913,0.536,0.879,0.115,180.052
"RIKA",15,"r&b","neo soul","2018-01-26",3.2881,0.582,0.704,-6.242,0.0347,0.0651,0.212,150.863
"Chito Miranda",0,"rock","classic rock","2007-05-11",3.26666666666667,0.721,0.741,-6.04,0.0507,0.467,0.0712,120.009
"Ashe",42,"pop","post-teen pop","2019-04-03",3.56606666666667,0.606,0.475,-8.717,0.0305,0.327,0.133,87.987
"The Offspring",71,"rock","permanent wave","2005-06-21",4.296,0.458,0.912,-3.666,0.0618,0.0175,0.363,104.526
"Guns N' Roses",13,"rock","album rock","1991-01-01",5.6,0.496,0.739,-7.193,0.0415,0.0211,0.106,132.41
"Ximena Sariñana",36,"latin","latin pop","2019-01-18",2.89085,0.907,0.564,-7.229,0.141,0.15,0.211,103.987
"Rush",67,"rock","classic rock","1980-01-01",4.94111666666667,0.365,0.924,-7.066,0.0488,0.0144,0.423,135.811
"The Austin Lounge Lizards",25,"r&b","hip pop","1991-01-01",2.51778333333333,0.507,0.578,-12.99,0.0529,0.549,0.899,150.198
"David Guetta",66,"edm","pop edm","2012-12-07",3.35,0.691,0.921,-1.702,0.0533,0.173,0.331,130.072
"R3HAB",80,"edm","pop edm","2019-04-05",2.464,0.733,0.859,-5.03,0.033,0.479,0.105,124.948
"Red Hot Chili Peppers",45,"rock","album rock","1989-08-16",3.72311666666667,0.56,0.969,-3.629,0.054,0.00246,0.214,123.954
"Aerosmith",25,"latin","latin pop",NA,5.62778333333333,0.464,0.867,-5.219,0.0326,0.00319,0.27,84.544
"Nico Vega",48,"rap","southern hip hop","2013-02-05",4.01645,0.422,0.91,-3.669,0.0548,0.00256,0.0765,139.984
"Megabeat",24,"pop","electropop","2009-11-09",4.29688333333333,0.717,0.96,-8.446,0.0395,0.36,0.0736,125.83
"Skrillex",58,"edm","electro house","2019-07-19",2.78666666666667,0.662,0.941,-1.641,0.0626,0.000375,0.292,149.982
"Wiz Khalifa",38,"rap","southern hip hop","2011-03-29",3.79621666666667,0.523,0.805,-5.473,0.192,0.0524,0.0914,125.358
"Wu-Tang Clan",41,"rap","southern hip hop","2014-11-28",5.41221666666667,0.484,0.913,-4.631,0.444,0.333,0.589,92.715
"NGC Daddy",59,"rap","trap","2019-09-15",2.435,0.875,0.488,-9.655,0.32,0.114,0.106,91.986
"Gagexa",33,"rap","trap","2018-12-07",3.33428333333333,0.641,0.644,-9.045,0.332,0.367,0.19,162.075
"Tinlicker",21,"edm","progressive electro house","2018-08-20",3.44816666666667,0.688,0.941,-8.525,0.0492,0.00246,0.41,123
"Loverboy",66,"rock","album rock",NA,3.68333333333333,0.515,0.766,-12.768,0.0343,0.0249,0.455,146.911
"Matt Terry",65,"r&b","hip pop","2017-10-13",3.39466666666667,0.876,0.649,-4.369,0.0691,0.223,0.332,95.034
"Denzal Park",0,"edm","progressive electro house","2013-03-08",5.6378,0.699,0.782,-2.757,0.0451,0.000748,0.078,126.996
"JEANS",17,"pop","electropop","1998-01-01",3.546,0.777,0.846,-7.514,0.0282,0.00841,0.0244,106.046
"Lynyrd Skynyrd",27,"rock","classic rock","1974-04-15",4.68578333333333,0.597,0.605,-12.013,0.0255,0.181,0.118,97.782
"Marnik",57,"edm","progressive electro house","2020-01-03",3.35075,0.56,0.934,-2.984,0.0378,0.00457,0.297,134.004
"Ozuna",72,"rap","trap","2019-11-29",3.41421666666667,0.823,0.622,-5.706,0.0491,0.0105,0.0453,100.022
"Kendrick Lamar",68,"rap","hip hop",NA,5.00266666666667,0.779,0.572,-9.985,0.378,0.157,0.246,135.956
"Ardian Bujupi",52,"latin","latin hip hop","2019-02-22",3.32155,0.838,0.826,-4.371,0.0895,0.0423,0.352,99.99
"Anuel AA",93,"latin","latin pop","2019-07-19",5.02856666666667,0.786,0.808,-3.702,0.0882,0.0846,0.0822,105.027
"Dzeko & Torres",22,"edm","progressive electro house","2013-05-14",3.6987,0.453,0.876,-3.83,0.0518,0.0501,0.309,125.995
"Bastille",51,"pop","post-teen pop","2013-01-01",3.64666666666667,0.57,0.657,-6.987,0.0356,0.405,0.0723,144.247
"Pastor Troy",52,"rap","southern hip hop","2002-10-29",6.21621666666667,0.698,0.602,-3.183,0.0889,0.0515,0.32,145.941
"Jorge Milliano",60,"rap","hip hop","2019-09-13",3.07901666666667,0.506,0.353,-11.61,0.443,0.276,0.695,152.003
"Josh Arce",40,"r&b","hip pop","2020-01-03",2.90908333333333,0.69,0.543,-10.17,0.0964,0.341,0.195,153.943
"Macarena",12,"r&b","neo soul","2017-11-01",3.55128333333333,0.705,0.347,-11.898,0.0726,0.672,0.103,88.984
"Zedd",62,"pop","indie poptimism","2012-01-01",4.05688333333333,0.609,0.801,-4.417,0.034,0.0137,0.127,129.99
"Meek Mill",33,"rap","gangster rap","2012-06-22",2.90021666666667,0.721,0.618,-5.246,0.0536,0.00148,0.0908,96.724
"Bushido",22,"rap","gangster rap","2015-02-13",2.98511666666667,0.773,0.792,-5.13,0.157,0.139,0.209,95.044
"Audioslave",45,"rock","permanent wave",NA,4.89933333333333,0.614,0.568,-5.477,0.0276,0.00797,0.0997,107.849
"Jess Glynne",52,"pop","dance pop","2018-12-07",3.63006666666667,0.739,0.622,-5.382,0.0394,0.532,0.0508,119.992
"Eredaze",39,"rap","trap","2019-12-08",3.1,0.653,0.505,-11.587,0.0422,0.0747,0.114,92.999
"Doja Cat",88,"r&b","urban contemporary","2019-11-07",3.96488333333333,0.787,0.673,-4.577,0.158,0.256,0.0904,110.962
"Colt Ford",57,"rap","southern hip hop","2012-08-07",3.66875,0.613,0.709,-7.408,0.0387,0.0819,0.11,134.972
"8Ball & MJG",33,"rap","southern hip hop","2015-03-03",4.70111666666667,0.783,0.438,-12.123,0.173,0.00318,0.0508,89.921
"Dr. Dre",61,"rap","gangster rap","1995-01-01",5.17045,0.671,0.737,-5.131,0.108,0.0338,0.0596,90.519
"Kaan Pars",33,"edm","electro house","2018-11-29",2.90171666666667,0.741,0.725,-7.272,0.222,0.343,0.108,121.987
"Zara Larsson",12,"pop","indie poptimism","2015-06-05",3.37021666666667,0.658,0.741,-2.86,0.0536,0.141,0.189,98.024
"Adventure Club",1,"pop","indie poptimism","2013-10-22",4.28408333333333,0.479,0.675,-4.893,0.0413,0.0319,0.128,145.022
"The Notorious B.I.G.",3,"rap","gangster rap","1997-03-04",6.13266666666667,0.755,0.738,-6.792,0.152,0.162,0.173,154.788
"Warrant",65,"rock","hard rock","1990-10-14",3.35045,0.472,0.946,-4.591,0.145,0.0372,0.352,177.489
"Damso",0,"r&b","urban contemporary","2016-01-22",4.08621666666667,0.809,0.667,-5.997,0.231,0.208,0.131,120.015
"Zeamsone",54,"rap","trap","2019-08-23",3.33333333333333,0.722,0.508,-9.603,0.179,0.469,0.102,158.108
"Sigala",66,"pop","dance pop","2018-02-23",3.40036666666667,0.725,0.834,-3.913,0.037,0.0784,0.0834,120.026
"Laura Marling",30,"pop","electropop","2018-06-01",5.43435,0.709,0.434,-12.089,0.0668,0.519,0.112,87.968
"Gryffin",6,"edm","pop edm","2018-11-30",3.51546666666667,0.618,0.754,-3.739,0.0882,0.00271,0.213,148.013
"Gene Loves Jezebel",39,"rock","permanent wave","2007-01-01",4.36666666666667,0.557,0.866,-6.876,0.0316,1.9e-05,0.323,130.641
"Tazdied",21,"rap","gangster rap","2019-10-06",2.95806666666667,0.401,0.389,-13.995,0.169,0.233,0.115,178.217
"J Balvin",70,"latin","latin pop","2013-09-29",4.05378333333333,0.746,0.746,-5.046,0.102,0.152,0.274,175.965
"Tito ""El Bambino""",63,"latin","reggaeton","2006-01-01",3.14555,0.804,0.745,-5.805,0.0744,0.112,0.0924,95.024
"Allie X",66,"pop","indie poptimism","2019-12-06",3.21511666666667,0.46,0.458,-7.912,0.031,0.576,0.0925,97.15
"Death Cab for Cutie",48,"rock","album rock","2005-08-29",3.39555,0.579,0.662,-6.885,0.0245,0.000625,0.117,102.951
"J Balvin",86,"latin","latin hip hop","2019-06-28",3.70578333333333,0.639,0.791,-4.443,0.253,0.0275,0.362,92.603
"Knife Party",42,"edm","big room","2013-05-06",5.00896666666667,0.429,0.915,-4.182,0.167,0.00147,0.152,128.031
"Queen",39,"rock","album rock","1977-10-28",3.46,0.155,0.938,-4.624,0.126,0.00543,0.359,184.469
"snowsa",26,"rap","gangster rap","2019-08-14",2.36578333333333,0.778,0.621,-6.349,0.108,0.162,0.119,95.596
"Adele",71,"edm","pop edm","2015-11-20",3.71798333333333,0.688,0.532,-8.361,0.0875,0.0356,0.172,164.068
"Nickelback",78,"rock","classic rock","2001-09-11",3.73066666666667,0.446,0.764,-5.042,0.033,0.00135,0.099,172.094
"Theory of a Deadman",30,"rock","hard rock","2018-03-09",4.01621666666667,0.577,0.719,-5.575,0.0564,0.0352,0.079,175.979
"Anna Margaret",32,"pop","post-teen pop","2010-01-01",3.08888333333333,0.855,0.891,-4.964,0.0356,0.0148,0.0838,105.007
"Fish Go Deep",49,"edm","progressive electro house",NA,6.30625,0.77,0.751,-7.239,0.0556,0.0126,0.072,125.986
"The Weeknd",93,"edm","pop edm","2019-11-27",3.33466666666667,0.531,0.75,-5.831,0.111,0.00632,0.117,169.954
"Lita Ford",59,"rock","hard rock","1988-01-02",4.71888333333333,0.476,0.331,-14.884,0.0305,0.31,0.172,130.574
"James Arthur",56,"pop","dance pop","2019-09-13",3.21088333333333,0.367,0.783,-4.504,0.154,0.00515,0.0545,88.013
"Trove",50,"pop","indie poptimism","2020-01-03",3.41576666666667,0.518,0.774,-6.973,0.158,0.0783,0.152,91.982
"The Human League",74,"rock","permanent wave",NA,3.94866666666667,0.731,0.738,-8.125,0.0377,0.184,0.214,117.656
"Young Buck",35,"rap","gangster rap","2017-12-01",2.842,0.712,0.868,-5.617,0.458,0.441,0.225,76.268
"D'Angelo",3,"r&b","neo soul","2008-01-01",5.926,0.798,0.276,-10.828,0.0928,0.121,0.261,127.303
"Why Don't We",79,"pop","post-teen pop","2019-08-23",3.07775,0.614,0.647,-4.681,0.0524,0.0687,0.104,163.862
"Dylan Sitts",58,"rap","hip hop","2019-03-01",2.65933333333333,0.639,0.359,-8.64,0.0662,0.0839,0.116,91.094
"Bassjackers",0,"edm","electro house","2014-04-28",4.65625,0.648,0.973,-4.392,0.0872,0.000644,0.133,127.95
"Mother Nature Sound FX",71,"latin","tropical","2017-01-09",2.9219,0.157,0.523,-28.309,0.0666,0.0027,0.0936,89.925
"Julieta Venegas",34,"latin","latin pop","2007-10-08",4.06888333333333,0.641,0.6,-8.031,0.0359,0.0678,0.103,87
"Don Omar",54,"latin","reggaeton","2016-11-11",5.25511666666667,0.884,0.749,-5.277,0.0973,0.0918,0.0436,110.005
"H.E.R.",49,"r&b","neo soul","2016-09-09",5.07755,0.653,0.265,-12.324,0.0709,0.702,0.0963,99.732
"Rush",0,"rock","classic rock","1981-02-12",4.43445,0.516,0.91,-8.865,0.0608,0.00103,0.057,140.858
"50 Cent",65,"rap","gangster rap","2003-02-06",4.15778333333333,0.7,0.758,-3.012,0.342,0.0444,0.0401,78.693
"Yung Bae",40,"r&b","neo soul","2016-08-04",3.57265,0.783,0.882,-4.986,0.156,8.48e-05,0.271,117.062
"The Chainsmokers",39,"pop","indie poptimism","2019-05-31",3.62755,0.591,0.702,-5.59,0.0289,0.225,0.414,104.003
"Pink Floyd",11,"rock","hard rock","1979-11-30",6.37161666666667,0.472,0.366,-12.595,0.0286,0.15,0.0837,127.167
"Nothing More",57,"rock","hard rock","2017-09-15",3.88888333333333,0.223,0.891,-4.918,0.133,8.6e-05,0.107,170.6
"Nitzer Ebb",16,"pop","electropop","1987-01-01",2.81066666666667,0.714,0.976,-12.576,0.0571,0.18,0.123,130.699
"Wisin & Yandel",77,"latin","latin hip hop","2019-10-18",3.21911666666667,0.777,0.754,-3.392,0.185,0.0384,0.0393,171.992
"Big Moe featuring Ronnetta Spencer",0,"rap","southern hip hop",NA,2.99155,0.77,0.418,-10.047,0.214,0.541,0.375,64.872
"Halestorm",54,"rock","hard rock","2018-07-27",3.67778333333333,0.533,0.976,-2.501,0.0814,0.00172,0.147,118.915
"Jovem Dex",64,"rap","trap","2019-08-14",4.07898333333333,0.72,0.685,-5.708,0.137,0.0487,0.148,127.122
"Sebastian Yatra",74,"latin","latin pop","2019-04-12",2.73021666666667,0.773,0.378,-7.062,0.0531,0.14,0.133,94.946
"The Snake Corps",34,"pop","electropop","1990-01-01",3.97045,0.516,0.58,-13.288,0.0295,2.43e-06,0.11,135.903
"Wiz Khalifa",18,"edm","pop edm","2015-03-10",3.82543333333333,0.689,0.481,-7.503,0.0815,0.369,0.0649,80.025
"Def Leppard",53,"rock","album rock","1987-08-03",4.45511666666667,0.267,0.953,-4.899,0.096,0.00211,0.283,84.989
"Webbie",55,"rap","hip hop","2008-02-25",4.16711666666667,0.725,0.431,-5.988,0.0707,0.00113,0.14,174.083
"Yes",48,"rock","album rock","1971-11-26",8.59933333333333,0.411,0.845,-6.821,0.0835,0.117,0.0763,132.876
"Parokya Ni Edgar",62,"rock","classic rock",NA,3.03666666666667,0.58,0.159,-22.087,0.0569,0.792,0.108,151.419
"Megan Thee Stallion",53,"latin","latin hip hop","2019-08-08",3.32378333333333,0.654,0.812,-4.567,0.267,0.00616,0.29,132.023
"Guns N' Roses",2,"rock","classic rock","2004-01-01",4.73488333333333,0.292,0.661,-7.478,0.0373,0.00316,0.0891,124.729
"Juanes",0,"latin","latin pop","2012-01-01",3.74333333333333,0.492,0.712,-7.01,0.0426,0.231,0.942,145.946
"Krunk!",31,"edm","progressive electro house","2018-12-07",2.80596666666667,0.622,0.951,-2.709,0.0397,0.00814,0.324,133.994
"Dua Lipa",70,"pop","electropop","2019-01-24",3.03458333333333,0.588,0.821,-6.54,0.216,0.00579,0.208,188.098
"James Blake",36,"r&b","urban contemporary","2014-12-08",6.22071666666667,0.785,0.573,-9.082,0.0416,0.304,0.0824,126.465
"Men At Work",63,"rock","permanent wave",NA,3.33821666666667,0.81,0.716,-7.392,0.0402,0.0184,0.301,128.528
"Echosmith",56,"pop","indie poptimism","2020-01-10",3.37811666666667,0.568,0.922,-3.817,0.0473,0.0059,0.104,118.98
"DJ Jazzy Jeff & The Fresh Prince",40,"rap","southern hip hop","1988-03-29",4.08821666666667,0.88,0.556,-15.463,0.256,0.00353,0.0474,98.126
"Getter",50,"rap","gangster rap","2018-02-28",2.3662,0.721,0.899,-4.07,0.057,0.0116,0.126,142.018
"Diplo",34,"pop","electropop","2015-08-13",3.26683333333333,0.604,0.957,-3.051,0.0755,0.0132,0.137,150.085
"Timmy Trumpet",69,"edm","big room","2019-10-31",2.51255,0.504,0.896,-6.249,0.044,0.00183,0.134,149.936
"Yellow Claw",49,"rap","trap","2019-06-07",2.92578333333333,0.768,0.749,-3.406,0.2,0.0269,0.0841,145.023
"Cap Kendricks",54,"rap","hip hop","2019-12-20",2.12048333333333,0.449,0.325,-8.762,0.0336,0.808,0.518,82.788
"Uriah Heep",36,"rock","classic rock","2018-09-14",4.52485,0.391,0.988,-3.715,0.0905,9.45e-05,0.251,179.979
"Mike Williams",67,"edm","progressive electro house","2019-08-30",2.90625,0.619,0.881,-4.087,0.0335,0.00826,0.0995,128.036
"Eminem",0,"rap","gangster rap","2009-05-15",4.95866666666667,0.516,0.874,-2.571,0.186,0.0864,0.173,169.561
"Trill Pem",66,"rap","trap","2019-08-08",3.91273333333333,0.789,0.525,-4.323,0.123,0.126,0.0958,137.006
"Childish Gambino",71,"r&b","urban contemporary","2018-07-11",4.95673333333333,0.554,0.596,-8.214,0.13,0.162,0.0805,165.728
"Coldplay",71,"pop","indie poptimism","2016-03-25",3.54411666666667,0.565,0.849,-3.516,0.0517,0.00868,0.12,102.034
"Hardwell",49,"edm","big room","2019-01-04",3.6875,0.589,0.751,-5.124,0.0975,0.014,0.549,128.269
"Soundgarden",0,"rock","hard rock","1994-03-09",4.10621666666667,0.268,0.794,-11.034,0.0341,2.85e-05,0.229,182.921
"Carter",0,"edm","pop edm","2017-04-07",3.875,0.462,0.527,-6.751,0.0671,0.068,0.173,159.799
"Rich Gang",41,"rap","southern hip hop","2013-01-01",4.39111666666667,0.686,0.836,-5.811,0.134,0.00582,0.206,81.969
"Regard",94,"r&b","hip pop","2019-07-26",2.62676666666667,0.88,0.751,-4.258,0.0874,0.177,0.106,117.948
"Mariah",72,"latin","reggaeton","2019-09-27",3.506,0.788,0.701,-3.064,0.241,0.313,0.249,180.007
"Nicky Jam",43,"rap","trap","2019-05-16",4.375,0.763,0.695,-5.653,0.229,0.363,0.341,128.052
"Jeremy Zucker",82,"r&b","hip pop","2019-05-03",3.65245,0.561,0.0848,-15.099,0.0404,0.913,0.112,102.128
"Timmy Trumpet",31,"edm","big room","2014-09-19",4.81488333333333,0.872,0.905,-3.882,0.0773,0.00181,0.43,127.957
"Armando",30,"edm","big room","2019-10-11",3.03125,0.65,0.861,-5.824,0.0432,0.00118,0.116,127.992
"Rawayana",45,"latin","tropical","2016-10-07",3.58865,0.679,0.913,-5.659,0.0473,0.0158,0.668,104.989
"Snoop Dogg",42,"rap","southern hip hop","2016-07-01",3.95066666666667,0.599,0.858,-2.848,0.0794,0.0163,0.297,149.448
"Ed Sheeran",84,"edm","pop edm","2014-06-21",4.31645,0.614,0.379,-10.48,0.0476,0.607,0.0986,107.989
"Wiz Khalifa",76,"r&b","urban contemporary","2018-07-13",3.77905,0.877,0.477,-7.379,0.0587,0.307,0.0929,127.023
"J Balvin",86,"latin","latin pop","2019-06-28",3.70578333333333,0.639,0.791,-4.443,0.253,0.0275,0.362,92.603
"Chico Rose",49,"pop","dance pop","2019-11-08",2.71875,0.651,0.925,-3.382,0.0666,0.0232,0.0567,127.994
"Post Malone",49,"pop","post-teen pop","2019-08-30",3.58178333333333,0.704,0.758,-3.537,0.0402,0.233,0.0924,120.003
"Bea Miller",73,"pop","post-teen pop","2018-02-23",3.09245,0.573,0.441,-5.799,0.0758,0.186,0.61,61.657
"Lil Baby",77,"rap","gangster rap","2018-11-30",2.56706666666667,0.964,0.487,-6.071,0.421,0.00127,0.115,127.05
"Dirty Palm",52,"edm","progressive electro house","2019-12-13",2.50101666666667,0.799,0.937,-1.635,0.0689,0.00104,0.115,128.023
"The Black Crowes",63,"rock","classic rock","1990-02-13",5.49,0.583,0.526,-5.781,0.0291,0.0634,0.218,160.067
"Bruno Mars",80,"latin","latin hip hop","2010-10-05",3.67888333333333,0.637,0.843,-5.413,0.0432,0.0151,0.0876,109.012
"Such",26,"r&b","neo soul","2019-01-18",4.21433333333333,0.5,0.375,-11.341,0.126,0.843,0.0977,75.383
"Landis",57,"edm","electro house","2019-10-03",2.53125,0.817,0.987,-3.344,0.231,0.0038,0.33,128.002
"SJUR",57,"pop","electropop","2016-11-11",3.48145,0.462,0.83,-4.089,0.0673,0.123,0.0726,105.058
"Norman Greenbaum",68,"rock","album rock",NA,3.99333333333333,0.601,0.643,-5.828,0.0314,0.112,0.088,128.262
"Echosmith",52,"latin","latin pop","2015-02-24",3.36243333333333,0.651,0.371,-9.977,0.0353,0.498,0.615,138.832
"Armin van Buuren",62,"pop","dance pop","2019-10-18",2.50266666666667,0.678,0.928,-3.66,0.0597,0.0303,0.143,116.892
"Above The Law",31,"rap","gangster rap","1990-03-27",4.22155,0.699,0.926,-8.925,0.0968,0.00183,0.0522,97.842
"Chris Night",36,"edm","electro house","2019-10-11",2.55,0.894,0.694,-5.659,0.191,0.000191,0.337,123.935
"Boyz II Men",0,"r&b","new jack swing","1991-04-30",3.92111666666667,0.751,0.849,-9.703,0.0636,0.014,0.158,114.141
"Duran Duran",71,"rock","classic rock","1982-05-10",3.67711666666667,0.691,0.812,-7.772,0.0558,0.0433,0.299,127.568
"Jay Hardway",0,"edm","electro house","2016-10-28",2.70311666666667,0.555,0.843,-5.265,0.057,0.000754,0.121,128.079
"Chris Goldarg",17,"edm","electro house","2019-01-27",2.46666666666667,0.679,0.853,-5.716,0.0412,0.00492,0.0492,119.992
"Ant Saunders",62,"latin","latin hip hop","2019-06-18",3.72093333333333,0.866,0.399,-10.938,0.0745,0.117,0.0689,129.047
"Duran Duran",71,"pop","electropop","1982-05-10",3.67711666666667,0.691,0.812,-7.772,0.0558,0.0433,0.299,127.568
